City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,jiaojiang,28.6803,121.4428,293.71,80,0,0.24,CN,1702257909
362,gaiman,-43.2897,-65.4929,295.79,34,95,12.12,AR,1702257909
363,wynyard,-41.0,145.7167,293.77,47,100,3.38,AU,1702257784
364,keyser,39.4409,-78.9739,279.78,92,100,1.34,US,1702257909
365,mount pleasant,32.7941,-79.8626,292.23,97,75,6.17,US,1702257753
366,flin flon,54.7682,-101.865,263.42,92,100,3.47,CA,1702257820
367,nishinoomote,30.7333,131.0,291.46,100,75,5.66,JP,1702257763
368,amos,48.5669,-78.1162,267.41,93,90,2.79,CA,1702257909
369,fukuecho,32.6881,128.8419,290.35,88,75,4.63,JP,1702257774
370,nuuk,64.1835,-51.7216,270.49,74,75,1.54,GL,1702257766
371,phan rang-thap cham,11.5667,108.9833,298.86,72,100,2.42,VN,1702257910
372,kaga bandoro,6.9896,19.1874,295.62,39,100,1.08,CF,1702257910
373,guiuan,11.0333,125.7247,301.4,78,100,5.45,PH,1702257802
374,faro,37.0194,-7.9322,288.69,100,0,3.09,PT,1702257910
375,i-n-salah,27.1935,2.4607,286.7,56,0,5.41,DZ,1702257765
376,geraldton,-28.7667,114.6,303.38,12,0,11.32,AU,1702257812
377,colonia general alfredo stroessner,-25.3667,-55.7,293.94,94,61,0.43,PY,1702257910
378,ixtapa,20.7,-105.2,299.39,83,100,2.06,MX,1702257910
379,robore,-18.3333,-59.75,298.7,73,100,1.32,BO,1702257910
380,suntar,62.1444,117.6319,245.17,95,100,2.96,RU,1702257910
381,lincoln city,44.9582,-124.0179,286.32,96,100,0.45,US,1702257911
382,saudarkrokur,65.7461,-19.6394,270.57,88,100,4.7,IS,1702257762
383,hithadhoo,-0.6,73.0833,300.95,76,99,1.92,MV,1702257687
384,sisimiut,66.9395,-53.6735,269.19,81,100,5.15,GL,1702257545
385,nagqu,31.5,92.0,259.08,47,0,1.78,CN,1702257785
386,bamboo flat,11.7,92.7167,298.2,94,20,1.03,IN,1702257911
387,mazamari,-11.3258,-74.5308,295.79,87,79,1.05,PE,1702257911
388,vila franca do campo,37.7167,-25.4333,291.42,99,100,4.65,PT,1702257911
389,dhuusamarreeb,5.535,46.3861,297.13,82,11,5.59,SO,1702257911
390,sodo,6.8642,37.7628,286.88,60,46,1.92,ET,1702257911
391,north bend,43.4065,-124.2243,286.57,100,100,3.09,US,1702257646
392,aykhal,66.0,111.5,245.49,99,100,2.33,RU,1702257775
393,muroto-misakicho,33.2833,134.15,289.8,74,100,6.5,JP,1702257912
394,valparaiso,-33.0393,-71.6273,287.95,94,40,2.57,CL,1702257718
395,zvishavane,-20.3267,30.0665,292.49,91,93,3.74,ZW,1702257912
396,leshan,29.5623,103.7639,286.73,82,100,1.07,CN,1702257912
397,haiku-pauwela,20.9219,-156.3051,303.16,59,40,6.17,US,1702257546
398,alesund,62.4723,6.1549,276.23,75,100,7.2,NO,1702257672
399,broken hill,-31.95,141.4333,306.81,24,100,7.3,AU,1702257912
400,jwaneng,-24.6004,24.7303,290.93,82,100,4.76,BW,1702257912
401,aldinga beach,-35.2793,138.4604,297.84,69,97,5.51,AU,1702257912
402,chulym,55.0997,80.9572,246.74,94,91,3.26,RU,1702257912
403,bargi,22.9833,79.8667,287.56,71,0,0.97,IN,1702257912
404,tommot,58.9564,126.2925,245.16,92,100,4.71,RU,1702257913
405,semporna,4.4818,118.6112,300.2,85,65,2.6,MY,1702257774
406,bereznik,62.8551,42.7072,258.77,93,100,5.11,RU,1702257781
407,parry sound,45.3501,-80.033,275.18,93,100,2.76,CA,1702257618
408,paka,4.6374,103.4368,298.11,100,40,0.51,MY,1702257913
409,pahrump,36.2083,-115.9839,283.29,23,100,0.45,US,1702257834
410,praia da vitoria,38.7333,-27.0667,290.79,77,20,6.08,PT,1702257913
411,qui nhon,13.7667,109.2333,297.46,80,30,1.54,VN,1702257913
412,portland,45.5234,-122.6762,285.53,95,100,3.13,US,1702257711
413,vengerovo,55.6848,76.7471,246.13,99,87,3.51,RU,1702257913
414,selibaby,15.159,-12.1829,297.35,17,15,6.06,MR,1702257914
415,huarmey,-10.0681,-78.1522,293.53,84,99,4.54,PE,1702257758
416,gryazovets,58.88,40.2525,259.37,91,100,5.13,RU,1702257914
417,capo d'orlando,38.1435,14.7305,288.91,71,48,5.54,IT,1702257914
418,wau,7.7029,27.9953,298.8,29,100,0.79,SS,1702257914
419,revda,56.801,59.9303,238.66,100,80,1.05,RU,1702257914
420,zhangjiakou,40.81,114.8794,266.85,91,95,0.85,CN,1702257914
421,taoudenni,22.6783,-3.9836,291.04,26,100,7.38,ML,1702257806
422,tralee,52.2704,-9.7026,282.33,88,25,5.58,IE,1702257760
423,fairhope,30.523,-87.9033,284.1,65,0,4.12,US,1702257914
424,westport,41.1415,-73.3579,289.59,91,100,7.72,US,1702257807
425,timbuktu,16.7735,-3.0074,292.75,19,6,5.04,ML,1702257805
426,humaita,-7.5061,-63.0208,299.0,83,51,1.1,BR,1702257854
427,shimoda,34.6667,138.95,289.35,61,100,3.7,JP,1702257915
428,coron,11.9986,120.2043,302.38,66,92,3.02,PH,1702257805
429,wundanyi,-3.4019,38.364,289.6,93,43,1.05,KE,1702257915
430,menzelinsk,55.7271,53.1026,241.05,100,100,1.34,RU,1702257915
431,orel,52.9658,36.0803,265.82,95,100,4.9,RU,1702257915
432,malindi,-3.2175,40.1191,299.47,83,17,2.9,KE,1702257915
433,grand island,40.925,-98.342,276.64,59,0,2.06,US,1702257915
434,bodaybo,57.8506,114.1933,243.03,98,100,0.21,RU,1702257915
435,port douglas,-16.4833,145.4667,302.85,57,26,3.67,AU,1702257821
436,lagoa,39.05,-27.9833,289.5,74,100,11.86,PT,1702257915
437,puerto baquerizo moreno,-0.9,-89.6,297.07,87,29,4.65,EC,1702257804
438,bosaso,11.2842,49.1816,297.16,75,0,1.64,SO,1702257916
439,ustka,54.5805,16.8619,275.18,99,100,5.71,PL,1702257916
440,colonia,50.9333,6.95,284.85,76,20,5.14,DE,1702257747
441,kursk,51.7303,36.1939,269.37,76,100,5.0,RU,1702257916
442,colac,-38.3333,143.5833,289.72,77,100,4.87,AU,1702257916
443,watsa,3.0372,29.5355,292.51,82,98,0.88,CD,1702257916
444,hadibu,12.65,54.0333,297.45,72,13,5.03,YE,1702257817
445,sungai raya,0.7,108.9,299.34,88,93,2.22,ID,1702257916
446,tymovskoye,50.8456,142.655,253.44,89,100,1.83,RU,1702257916
447,vilyuysk,63.7553,121.6247,243.94,97,100,3.3,RU,1702257916
448,jilib,0.4883,42.7854,297.52,87,13,2.09,SO,1702257916
449,princeville,45.7668,-61.2985,280.76,95,100,3.09,CA,1702257916
450,jieshi,22.8134,115.8257,296.22,83,9,2.01,CN,1702257917
451,tomatlan,19.9333,-105.25,297.82,68,100,0.17,MX,1702257917
452,xicotencatl,23.0167,-98.8833,289.01,36,89,1.46,MX,1702257917
453,sechura,-5.5569,-80.8222,295.75,71,0,7.47,PE,1702257814
454,wellington,-41.2866,174.7756,292.36,55,15,10.29,NZ,1702257917
455,waingapu,-9.6567,120.2641,303.62,65,100,3.79,ID,1702257917
456,santiago,-33.4569,-70.6483,294.18,58,0,6.17,CL,1702257660
457,general mosconi,-23.1851,-62.303,296.37,79,97,1.47,AR,1702257917
458,inari,68.906,27.0288,259.26,91,100,4.44,FI,1702257765
459,tromso,69.6496,18.957,270.16,63,100,7.2,NO,1702257918
460,mgandu,-5.95,34.1333,290.29,94,100,3.16,TZ,1702257918
461,zaozersk,69.4005,32.4476,257.72,92,77,6.07,RU,1702257797
462,plastun,44.7561,136.2939,258.74,44,0,3.34,RU,1702257785
463,port macquarie,-31.4333,152.9167,301.42,54,0,6.37,AU,1702257767
464,birao,10.2849,22.7882,296.02,26,87,1.41,CF,1702257918
465,ulsteinvik,62.3432,5.8487,276.22,90,11,0.45,NO,1702257918
466,akureyri,65.6835,-18.0878,262.11,85,0,0.0,IS,1702257778
467,midland,31.9974,-102.0779,281.75,28,0,3.6,US,1702257918
468,thief river falls,48.1191,-96.1812,266.11,100,100,2.57,US,1702257918
469,badr hunayn,23.7829,38.7905,296.73,64,14,0.97,SA,1702257919
470,saint-francois,46.4154,3.9054,287.84,84,100,4.12,FR,1702257919
471,kouvola,60.8667,26.7,264.03,92,100,4.12,FI,1702257919
472,ketchikan,55.3422,-131.6461,277.14,86,0,0.0,US,1702257919
473,sola,-13.8833,167.55,299.53,72,100,9.65,VU,1702257812
474,maicao,11.3832,-72.2432,299.91,77,15,7.0,CO,1702257919
475,andalgala,-27.5819,-66.3165,296.51,57,36,3.68,AR,1702257919
476,uliastay,47.7417,96.8444,249.58,79,3,2.9,MN,1702257919
477,pisco,-13.7,-76.2167,293.18,77,0,6.69,PE,1702257777
478,dadiya,9.6167,11.4333,293.68,26,0,2.24,NG,1702257919
479,el reten,10.6114,-74.2682,300.49,58,89,0.72,CO,1702257919
480,kachkanar,58.7,59.4948,236.67,100,100,1.13,RU,1702257919
481,port-vila,-17.7338,168.3219,301.93,51,75,5.66,VU,1702257645
482,greymouth,-42.4667,171.2,288.01,59,10,4.65,NZ,1702257920
483,antalaha,-14.9003,50.2788,296.37,89,85,2.41,MG,1702257920
484,ostrogozhsk,50.8664,39.0756,268.75,95,100,5.56,RU,1702257920
485,saldanha,-33.0117,17.9442,287.18,88,0,6.29,ZA,1702257771
486,tazovsky,67.4667,78.7,248.08,97,100,4.69,RU,1702257782
487,carnarvon,-24.8667,113.6333,302.72,24,0,9.07,AU,1702257577
488,sao geraldo do araguaia,-6.4006,-48.555,296.8,94,100,1.67,BR,1702257920
489,zinjibar,13.1287,45.3807,297.22,76,1,4.54,YE,1702257920
490,sovetskaya gavan',48.9723,140.2878,251.54,72,1,8.39,RU,1702257920
491,san rafael,-34.6177,-68.3301,301.55,27,26,7.47,AR,1702257920
492,catumbela,-12.4314,13.5472,299.1,84,100,1.89,AO,1702257920
493,yangiobod,41.1192,70.0941,275.83,63,100,1.46,UZ,1702257920
494,lautoka,-17.6167,177.4667,303.07,42,40,7.2,FJ,1702257921
495,porto santo stefano,42.4338,11.1237,279.94,71,34,4.21,IT,1702257921
496,vad,55.5301,44.2114,259.01,95,100,5.83,RU,1702257921
497,whitecourt,54.1502,-115.6855,275.73,69,75,2.06,CA,1702257917
498,howard springs,-12.497,131.047,301.97,82,12,2.32,AU,1702257921
499,myeik,12.4333,98.6,298.89,83,46,1.65,MM,1702257791
500,vanimo,-2.6741,141.3028,302.58,71,99,2.44,PG,1702257814
501,kongolo,-5.3833,27.0,294.61,99,100,0.94,CD,1702257921
502,kharan,28.5833,65.4167,284.94,26,0,1.39,PK,1702257921
503,wenshui,28.4506,106.5267,283.92,91,100,0.73,CN,1702257921
504,tailai,46.3833,123.4,255.14,67,9,0.72,CN,1702257922
505,oakdale,44.963,-92.9649,268.83,85,100,2.57,US,1702257922
506,tongouson,5.0214,120.1328,300.8,77,100,2.36,PH,1702257922
507,walvis bay,-22.9575,14.5053,289.87,77,47,3.6,NA,1702257922
508,torres,-29.3353,-49.7269,294.72,94,100,6.43,BR,1702257922
509,bensonville,6.4461,-10.6125,297.9,91,49,1.05,LR,1702257922
510,itoman,26.1247,127.6694,299.58,78,75,4.63,JP,1702257922
511,kawm umbu,24.4767,32.9463,294.33,56,100,2.76,EG,1702257922
512,harrismith,-28.2728,29.1295,284.97,97,100,3.47,ZA,1702257922
513,jose maria morelos,23.3952,-103.8984,285.9,51,63,1.52,MX,1702257922
514,weno,7.4515,151.8468,304.12,70,75,3.6,FM,1702257769
515,pemagatshel,27.038,91.4031,281.32,90,5,2.12,BT,1702257923
516,toliara,-23.35,43.6667,298.13,75,0,2.38,MG,1702257788
517,sao jose da coroa grande,-8.8978,-35.1478,298.73,78,3,3.06,BR,1702257923
518,xuchang,34.0167,113.8167,270.48,92,100,6.0,CN,1702257923
519,sikasso,10.9167,-7.0,295.72,15,100,1.9,ML,1702257923
520,tucuma,-0.1833,-50.05,299.5,83,61,3.75,BR,1702257923
521,castelli,-25.9468,-60.6195,294.41,69,0,2.07,AR,1702257923
522,kerikeri,-35.2268,173.9474,294.02,60,100,2.05,NZ,1702257774
523,floro,61.5996,5.0328,278.69,65,33,5.14,NO,1702257923
524,charlottetown,46.2352,-63.1267,278.46,100,100,6.69,CA,1702257830
525,malabar,-33.9667,151.25,306.03,70,20,5.66,AU,1702257792
526,grand falls-windsor,48.9332,-55.6649,272.32,90,100,4.17,CA,1702257923
527,khamis mushait,18.3064,42.7292,281.49,36,0,0.0,SA,1702257923
528,byron bay,-28.65,153.6167,301.88,55,44,3.94,AU,1702257924
529,superior,46.7208,-92.1041,269.24,82,100,3.6,US,1702257822
530,zeya,53.75,127.2667,247.31,76,5,2.31,RU,1702257924
531,victoriaville,46.0501,-71.9658,275.64,100,100,1.12,CA,1702257924
532,natal,-5.795,-35.2094,299.51,78,20,3.6,BR,1702257815
533,nyala,12.05,24.8833,297.26,17,100,3.72,SD,1702257924
534,turkestan,43.3333,68.25,272.1,31,100,0.7,KZ,1702257924
535,san juan del cesar,10.7711,-73.0031,298.3,82,5,2.2,CO,1702257924
536,berberati,4.2612,15.7922,295.8,72,100,0.53,CF,1702257924
537,san jose de las matas,19.3391,-70.9382,293.98,89,11,3.75,DO,1702257924
538,baoding,38.8511,115.4903,269.57,89,100,0.64,CN,1702257925
539,san jose del guaviare,2.5729,-72.6459,296.58,96,9,0.7,CO,1702257925
540,vlore,40.4667,19.4897,281.87,74,7,3.53,AL,1702257925
541,al burayqah,30.4062,19.5739,291.99,60,38,8.29,LY,1702257925
542,broome,42.2506,-75.833,277.58,95,100,6.17,US,1702257925
543,morant bay,17.8815,-76.4093,301.94,83,18,5.21,JM,1702257925
544,sunne,59.8376,13.143,272.33,96,100,3.78,SE,1702257913
545,yeraliyev,43.2,51.65,272.15,90,100,4.22,KZ,1702257925
546,puerto lempira,15.2667,-83.7667,298.55,92,29,4.52,HN,1702257925
547,lauro de freitas,-12.8944,-38.3272,300.16,69,20,5.14,BR,1702257724
548,waddan,29.1614,16.139,286.1,77,12,6.19,LY,1702257925
549,twin rivers,40.264,-74.4913,290.56,90,100,3.58,US,1702257925
550,kununurra,-15.7667,128.7333,303.14,45,30,5.66,AU,1702257567
551,rikaze,29.25,88.8833,269.61,39,0,2.01,CN,1702257547
552,la libertad,-2.2333,-80.9,297.34,82,41,3.92,EC,1702257926
553,saipan,15.1355,145.701,303.54,74,0,5.66,MP,1702257765
554,masterton,-40.9597,175.6575,290.31,39,0,3.11,NZ,1702257926
555,kavaratti,10.5669,72.642,301.71,72,100,2.81,IN,1702257774
556,tarakan,3.3,117.6333,300.87,100,75,2.57,ID,1702257926
557,annaba,36.9,7.7667,285.13,87,0,3.6,DZ,1702257926
558,fort st. john,56.2499,-120.8529,268.09,74,20,2.57,CA,1702257926
559,ulanhot,46.0833,122.0833,253.78,59,33,1.67,CN,1702257926
560,vila velha,-20.3297,-40.2925,297.56,83,75,1.03,BR,1702257714
561,kani keli,-12.9536,45.1033,301.74,76,25,7.03,YT,1702257926
562,gogrial,8.5332,28.1004,299.06,26,100,2.29,SS,1702257926
563,coahuayana de hidalgo,18.7,-103.6583,299.29,68,100,0.67,MX,1702257926
564,nizhnesortymskiy,62.4397,71.7603,233.81,100,40,1.14,RU,1702257927
565,orsa,54.5153,30.4053,270.28,96,100,4.89,BY,1702257927
566,malinyi,-8.9333,36.1333,295.1,98,94,0.75,TZ,1702257927
567,pelabuhanratu,-6.9875,106.5514,300.35,80,51,1.94,ID,1702257927
568,grand-bassam,5.2118,-3.7388,301.13,83,9,3.05,CI,1702257927
569,auki,-8.7676,160.7034,302.47,69,38,2.15,SB,1702257927
